"1 _ 1",,,"2A",,,"1 _ 3",,,"4A",,
"Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"13.16","0.3576279","0.4385667","13.16","8.379619","0.4385667","13.16","19.77762","0.4385","13.16","16.24266","0.4386334"
"13.17","0.3465017","0.4389","13.17","8.371671","0.4389","13.17","19.68702","0.4388667","13.17","16.22359","0.4389667"
"13.18","0.3544489","0.4392667","13.18","8.362134","0.4392333","13.18","19.57417","0.4392333","13.18","16.19657","0.4393"
"13.19","0.3576279","0.4396","13.19","8.355777","0.4395667","13.19","19.41522","0.4395334","13.19","16.17273","0.4396333"
"13.2","0.3465017","0.4399333","13.2","8.354187","0.4399","13.2","19.22131","0.4399","13.2","16.15524","0.4399667"
"13.21","0.3369649","0.4402667","13.21","8.347829","0.4402667","13.21","19.03216","0.4402333","13.21","16.14253","0.4402667"
"13.22","0.333786","0.4405667","13.22","8.335114","0.4406","13.22","18.85891","0.4405667","13.22","16.13935","0.4405667"
"13.23","0.3433228","0.4409","13.23","8.325577","0.4409333","13.23","18.66341","0.4409","13.23","16.14253","0.4409333"
"13.24","0.3639857","0.4412333","13.24","8.312861","0.4412333","13.24","18.37095","0.4412333","13.24","16.14412","0.4412667"
"13.25","0.3878275","0.4415667","13.25","8.300145","0.4416","13.25","17.99742","0.4415667","13.25","16.13935","0.4416"
"13.26","0.4005432","0.4419333","13.26","8.292198","0.4419","13.26","17.65728","0.4418667","13.26","16.12345","0.4419667"
"13.27","0.3957748","0.4422667","13.27","8.284251","0.4422667","13.27","17.48562","0.4422","13.27","16.10279","0.4423"
"13.28","0.3910065","0.4426","13.28","8.273125","0.4426","13.28","17.5333","0.4425333","13.28","16.08531","0.4426"
"13.29","0.3910065","0.4429334","13.29","8.266767","0.4429334","13.29","17.68907","0.4429","13.29","16.07736","0.4429"
"13.3","0.3910065","0.4432333","13.3","8.273125","0.4432667","13.3","17.76854","0.4432667","13.3","16.08213","0.4432333"
"13.31","0.3910065","0.4435333","13.31","8.28902","0.4436","13.31","17.73675","0.4436","13.31","16.08054","0.4436"
"13.32","0.3878275","0.4438667","13.32","8.301735","0.4439333","13.32","17.67794","0.4439","13.32","16.05511","0.4439333"
"13.33","0.3767014","0.4442","13.33","8.296967","0.4442667","13.33","17.66046","0.4442333","13.33","16.01378","0.4443"
"13.34","0.3623962","0.4445","13.34","8.279483","0.4446","13.34","17.71132","0.4445667","13.34","15.9804","0.4446333"
"13.35","0.3544489","0.4448667","13.35","8.268356","0.4449","13.35","17.78921","0.4449333","13.35","15.96928","0.4449667"
"13.36","0.3576279","0.4452","13.36","8.271535","0.4452333","13.36","17.8194","0.4452667","13.36","15.96769","0.4453"
"13.37","0.3639857","0.4455333","13.37","8.279483","0.4455333","13.37","17.79874","0.4456","13.37","15.96133","0.4456"
"13.38","0.3623962","0.4459","13.38","8.284251","0.4458667","13.38","17.80192","0.4459333","13.38","15.95656","0.4459667"
"13.39","0.3623962","0.4462667","13.39","8.281072","0.4462333","13.39","17.84484","0.4462667","13.39","15.94861","0.4463"
"13.4","0.3639857","0.4465667","13.4","8.273125","0.4465667","13.4","17.87821","0.4466","13.4","15.9359","0.4466333"
"13.41","0.3671646","0.4468667","13.41","8.263588","0.4469","13.41","17.87186","0.4469333","13.41","15.91841","0.4469333"
"13.42","0.3639857","0.4472","13.42","8.255641","0.4472667","13.42","17.87663","0.4472333","13.42","15.90093","0.4472667"
"13.43","0.3671646","0.4475333","13.43","8.254051","0.4476","13.43","17.96564","0.4475667","13.43","15.90093","0.4476333"
"13.44","0.3751119","0.4478667","13.44","8.250873","0.4479333","13.44","18.11345","0.4478667","13.44","15.91841","0.4479667"
"13.45","0.371933","0.4482","13.45","8.250873","0.4482333","13.45","18.20564","0.4482","13.45","15.93431","0.4483"
"13.46","0.3465017","0.4485667","13.46","8.246104","0.4485667","13.46","18.19452","0.4485333","13.46","15.9359","0.4486"
"13.47","0.3099442","0.4488667","13.47","8.246104","0.4489","13.47","18.1516","0.4488667","13.47","15.93113","0.4489333"
"13.48","0.2876917","0.4492","13.48","8.247693","0.4492334","13.48","18.18021","0.4492334","13.48","15.92","0.4492667"
"13.49","0.2829234","0.4495333","13.49","8.246104","0.4495667","13.49","18.30896","0.4495667","13.49","15.91047","0.4496"
"13.5","0.2845128","0.4498667","13.5","8.239746","0.4499","13.5","18.48857","0.4499","13.5","15.91047","0.4499334"
"13.51","0.3004074","0.4502","13.51","8.238156","0.4502333","13.51","18.64751","0.4502667","13.51","15.92","0.4502667"
"13.52","0.3178914","0.4505667","13.52","8.238156","0.4505667","13.52","18.77149","0.4505667","13.52","15.92636","0.4506"
"13.53","0.3290176","0.4509333","13.53","8.230209","0.4509","13.53","18.86686","0.4509333","13.53","15.91841","0.4509333"
"13.54","0.3226598","0.4512333","13.54","8.217494","0.4512667","13.54","18.9209","0.4512667","13.54","15.90729","0.4513"
"13.55","0.3083547","0.4515667","13.55","8.209546","0.4515667","13.55","18.89547","0.4516","13.55","15.90093","0.4516333"
"13.56","0.2972285","0.4518667","13.56","8.209546","0.4519","13.56","18.79215","0.4519","13.56","15.90093","0.4519667"
"13.57","0.3035863","0.4522","13.57","8.204778","0.4522333","13.57","18.67453","0.4522333","13.57","15.90729","0.4522667"
"13.58","0.3131231","0.4525333","13.58","8.193652","0.4525667","13.58","18.60937","0.4525667","13.58","15.91841","0.4526"
"13.59","0.3083547","0.4529","13.59","8.204778","0.4529","13.59","18.61413","0.4529","13.59","15.92","0.4529333"
"13.6","0.2892812","0.4532","13.6","8.225441","0.4532667","13.6","18.66817","0.4532333","13.6","15.91365","0.4532667"
"13.61","0.2717972","0.4535334","13.61","8.233388","0.4536","13.61","18.73016","0.4535667","13.61","15.89457","0.4535667"
"13.62","0.2622604","0.4538667","13.62","8.214314","0.4539","13.62","18.74288","0.4539","13.62","15.86596","0.4539333"
"13.63","0.2543131","0.4542","13.63","8.192062","0.4542333","13.63","18.67453","0.4542333","13.63","15.84371","0.4542667"
"13.64","0.2511342","0.4545333","13.64","8.179347","0.4545667","13.64","18.53943","0.4546","13.64","15.82623","0.4546"
"13.65","0.2638499","0.4548667","13.65","8.180936","0.4549","13.65","18.40591","0.4549333","13.65","15.80715","0.4549333"
"13.66","0.2892812","0.4552333","13.66","8.179347","0.4552333","13.66","18.34711","0.4552333","13.66","15.80556","0.4552667"
"13.67","0.3099442","0.4555667","13.67","8.168221","0.4555667","13.67","18.40909","0.4555667","13.67","15.81987","0.4556"
"13.68","0.3083547","0.4558667","13.68","8.160274","0.4558667","13.68","18.56327","0.4559","13.68","15.85325","0.4559"
"13.69","0.2845128","0.4562","13.69","8.160274","0.4562334","13.69","18.71745","0.4562334","13.69","15.88662","0.4562"
"13.7","0.2622604","0.4565333","13.7","8.155505","0.4565333","13.7","18.82076","0.4565667","13.7","15.89775","0.4565333"
"13.71","0.2590815","0.4569333","13.71","8.152326","0.4569","13.71","18.87957","0.4569","13.71","15.87232","0.4569333"
"13.72","0.2797445","0.4572667","13.72","8.158684","0.4572333","13.72","18.91772","0.4572333","13.72","15.82305","0.4573"
"13.73","0.3004074","0.4575667","13.73","8.168221","0.4575667","13.73","18.95905","0.4575333","13.73","15.7992","0.4576"
"13.74","0.3083547","0.4579","13.74","8.179347","0.4579333","13.74","19.01627","0.4578667","13.74","15.81987","0.4579333"
"13.75","0.3099442","0.4582","13.75","8.188884","0.4583","13.75","19.0862","0.4582","13.75","15.86437","0.4582667"
"13.76","0.316302","0.4585333","13.76","8.192062","0.4586","13.76","19.1466","0.4585333","13.76","15.89457","0.4585667"
"13.77","0.316302","0.4588667","13.77","8.184115","0.4589333","13.77","19.18793","0.4588667","13.77","15.89775","0.4589"
"13.78","0.3051758","0.4592","13.78","8.165042","0.4592667","13.78","19.20382","0.4592333","13.78","15.88662","0.4592667"
"13.79","0.2845128","0.4595333","13.79","8.138021","0.4596","13.79","19.21495","0.4596","13.79","15.87391","0.4596"
"13.8","0.2638499","0.4598667","13.8","8.114179","0.4599","13.8","19.24038","0.4599333","13.8","15.86119","0.4599333"
"13.81","0.2511342","0.4602","13.81","8.104642","0.4602333","13.81","19.28329","0.4602667","13.81","15.85325","0.4602667"
"13.82","0.2511342","0.4605334","13.82","8.101463","0.4605667","13.82","19.33257","0.4606","13.82","15.86437","0.4606"
"13.83","0.2590815","0.4608667","13.83","8.117358","0.4609333","13.83","19.37548","0.4609333","13.83","15.88027","0.4609333"
"13.84","0.2686183","0.4612","13.84","8.131663","0.4612667","13.84","19.4025","0.4612333","13.84","15.87391","0.4612667"
"13.85","0.2797445","0.4615333","13.85","8.126895","0.4616","13.85","19.39456","0.4615667","13.85","15.84848","0.4616"
"13.86","0.2892812","0.4618667","13.86","8.106232","0.4619","13.86","19.34528","0.4619","13.86","15.83099","0.4619333"
"13.87","0.295639","0.4622","13.87","8.091927","0.4622333","13.87","19.2531","0.4622333","13.87","15.83576","0.4622667"
"13.88","0.2876917","0.4625333","13.88","8.091927","0.4625667","13.88","19.1164","0.4625667","13.88","15.84689","0.4626"
"13.89","0.2686183","0.4628667","13.89","8.096695","0.4629","13.89","18.96222","0.4629333","13.89","15.85166","0.4629667"
"13.9","0.2590815","0.4632","13.9","8.101463","0.4632334","13.9","18.85414","0.4632334","13.9","15.85643","0.4633"
"13.91","0.2638499","0.4635333","13.91","8.111","0.4635667","13.91","18.83666","0.4636","13.91","15.8596","0.4636"
"13.92","0.2717972","0.4638667","13.92","8.118947","0.4639","13.92","18.90024","0.4639333","13.92","15.83576","0.4639333"
"13.93","0.2717972","0.4642","13.93","8.117358","0.4642","13.93","18.99084","0.4643","13.93","15.81033","0.4642667"
"13.94","0.2670288","0.4645667","13.94","8.096695","0.4645667","13.94","19.05441","0.4646","13.94","15.80715","0.4646"
"13.95","0.2622604","0.4649","13.95","8.072853","0.4649","13.95","19.09892","0.4649","13.95","15.81987","0.4649333"
"13.96","0.2590815","0.4652333","13.96","8.068085","0.4652333","13.96","19.15455","0.4652333","13.96","15.83099","0.4652667"
"13.97","0.2622604","0.4655667","13.97","8.077621","0.4655667","13.97","19.23402","0.4656","13.97","15.82623","0.4656"
"13.98","0.2622604","0.4659","13.98","8.072853","0.4659","13.98","19.31508","0.4659","13.98","15.81987","0.4659"
"13.99","0.2511342","0.4662333","13.99","8.044243","0.4662333","13.99","19.37071","0.4662","13.99","15.81987","0.4662667"
"14","0.2415975","0.4665667","14","8.017222","0.4665667","14","19.41045","0.4665333","14","15.82305","0.4666"
"14.01","0.2463659","0.4669","14.01","8.004506","0.4669333","14.01","19.42317","0.4669","14.01","15.82623","0.4669333"
"14.02","0.2543131","0.4672333","14.02","8.006096","0.4672667","14.02","19.38661","0.4672333","14.02","15.81828","0.4672667"
"14.03","0.2495448","0.4675333","14.03","8.010864","0.4676","14.03","19.3119","0.4675667","14.03","15.79444","0.4676"
"14.04","0.2336502","0.4679","14.04","8.018811","0.4679333","14.04","19.26899","0.4679","14.04","15.769","0.4679"
"14.05","0.2288818","0.4682333","14.05","8.021991","0.4682667","14.05","19.30714","0.4682333","14.05","15.76106","0.4682333"
"14.06","0.2304713","0.4685667","14.06","8.006096","0.4686","14.06","19.41045","0.4685667","14.06","15.76424","0.4686"
"14.07","0.2384186","0.4689","14.07","7.980665","0.4689333","14.07","19.51218","0.4689","14.07","15.76106","0.4689"
"14.08","0.2495448","0.4692333","14.08","7.960001","0.4692667","14.08","19.5694","0.4692333","14.08","15.74834","0.4692333"
"14.09","0.2590815","0.4695667","14.09","7.950465","0.4696","14.09","19.58688","0.4695667","14.09","15.74039","0.4696"
"14.1","0.2638499","0.4699","14.1","7.952055","0.4699333","14.1","19.59006","0.4699","14.1","15.74357","0.4699333"
"14.11","0.2686183","0.4702667","14.11","7.963181","0.4702667","14.11","19.58529","0.4702667","14.11","15.74357","0.4702667"
"14.12","0.2829234","0.4706","14.12","7.967949","0.4706","14.12","19.56463","0.4706","14.12","15.74357","0.4706"
"14.13","0.2924601","0.4709","14.13","7.96477","0.4709333","14.13","19.51536","0.4709333","14.13","15.74357","0.4709333"
"14.14","0.295639","0.4712333","14.14","7.963181","0.4712667","14.14","19.4486","0.4712667","14.14","15.74516","0.4712667"
"14.15","0.2972285","0.4715667","14.15","7.96477","0.4716","14.15","19.38343","0.4716","14.15","15.7388","0.4716333"
"14.16","0.295639","0.4719","14.16","7.96477","0.4719333","14.16","19.35005","0.4719","14.16","15.7245","0.4719667"
"14.17","0.2924601","0.4722","14.17","7.967949","0.4722667","14.17","19.36277","0.4722667","14.17","15.72291","0.4723"
"14.18","0.2892812","0.4725667","14.18","7.956823","0.4726","14.18","19.4025","0.4726","14.18","15.73245","0.4726333"
"14.19","0.2924601","0.4729","14.19","7.93616","0.4729334","14.19","19.4486","0.4729334","14.19","15.74039","0.4729334"
"14.2","0.2972285","0.4732","14.2","7.913908","0.4732667","14.2","19.49946","0.4732667","14.2","15.71814","0.4732667"
"14.21","0.3004074","0.4735","14.21","7.90596","0.4735667","14.21","19.56145","0.4735667","14.21","15.67841","0.4736333"
"14.22","0.2892812","0.4738667","14.22","7.90596","0.4738667","14.22","19.61867","0.4739333","14.22","15.65139","0.4739667"
"14.23","0.2797445","0.4742333","14.23","7.90596","0.4742","14.23","19.66158","0.4742667","14.23","15.63231","0.4743"
"14.24","0.2829234","0.4746","14.24","7.902781","0.4745333","14.24","19.6902","0.4745667","14.24","15.60211","0.4746333"
"14.25","0.2924601","0.4749333","14.25","7.910728","0.4749","14.25","19.71563","0.4749333","14.25","15.56238","0.4749667"
"14.26","0.3035863","0.4752333","14.26","7.921854","0.4752","14.26","19.73629","0.4752333","14.26","15.54807","0.4753"
"14.27","0.316302","0.4755667","14.27","7.923444","0.4755667","14.27","19.75695","0.4755667","14.27","15.56079","0.4756"
"14.28","0.3306071","0.4759","14.28","7.921854","0.4759","14.28","19.78715","0.4759","14.28","15.56873","0.4759667"
"14.29","0.3385544","0.4762","14.29","7.921854","0.4762667","14.29","19.82212","0.4762","14.29","15.54489","0.4763"
"14.3","0.35127","0.4765334","14.3","7.929802","0.4766","14.3","19.84119","0.4765667","14.3","15.51469","0.4766"
"14.31","0.3703435","0.4769","14.31","7.93457","0.4769","14.31","19.84119","0.4768667","14.31","15.4988","0.4769333"
"14.32","0.3767014","0.4772334","14.32","7.931391","0.4772334","14.32","19.82371","0.4772","14.32","15.49562","0.4773"
"14.33","0.3623962","0.4775667","14.33","7.923444","0.4775667","14.33","19.81417","0.4775667","14.33","15.4988","0.4776"
"14.34","0.3369649","0.4779","14.34","7.915497","0.4779","14.34","19.82689","0.4779333","14.34","15.50198","0.4779333"
"14.35","0.3226598","0.4782333","14.35","7.910728","0.4782333","14.35","19.8555","0.4782667","14.35","15.4988","0.4782667"
"14.36","0.316302","0.4785333","14.36","7.90596","0.4785667","14.36","19.88093","0.4786","14.36","15.48926","0.4786"
"14.37","0.3099442","0.4788333","14.37","7.898013","0.4789","14.37","19.90318","0.4789333","14.37","15.47496","0.4789333"
"14.38","0.3099442","0.4791667","14.38","7.890066","0.4792333","14.38","19.91431","0.4792333","14.38","15.47019","0.4792667"
"14.39","0.3258387","0.4795","14.39","7.890066","0.4795667","14.39","19.90159","0.4795667","14.39","15.46065","0.4796333"
"14.4","0.3385544","0.4798667","14.4","7.888476","0.4799","14.4","19.88888","0.4799","14.4","15.44793","0.4799667"
"14.41","0.3369649","0.4802","14.41","7.875761","0.4802333","14.41","19.90954","0.4802333","14.41","15.44476","0.4803"
"14.42","0.3258387","0.4805667","14.42","7.859866","0.4805667","14.42","19.94292","0.4805667","14.42","15.45747","0.4806667"
"14.43","0.3226598","0.4809333","14.43","7.843971","0.4808667","14.43","19.94769","0.4808667","14.43","15.47019","0.4809667"
"14.44","0.3258387","0.4812667","14.44","7.834435","0.4812","14.44","19.92226","0.4812333","14.44","15.4686","0.4813"
"14.45","0.3290176","0.4816","14.45","7.834435","0.4815667","14.45","19.88093","0.4816","14.45","15.44952","0.4816"
"14.46","0.3290176","0.4819","14.46","7.842382","0.4819","14.46","19.86186","0.4819333","14.46","15.43681","0.4819667"
"14.47","0.3306071","0.4822333","14.47","7.839203","0.4822333","14.47","19.89365","0.4822667","14.47","15.42727","0.4823"
"14.48","0.3306071","0.4825667","14.48","7.821719","0.4826","14.48","19.9604","0.4826","14.48","15.42091","0.4826"
"14.49","0.3258387","0.4829","14.49","7.805824","0.4829","14.49","20.03034","0.4829","14.49","15.41615","0.4829333"
"14.5","0.3258387","0.4832","14.5","7.805824","0.4832333","14.5","20.06849","0.4832333","14.5","15.41932","0.4832667"
"14.51","0.3306071","0.4835334","14.51","7.815361","0.4835667","14.51","20.05577","0.4835334","14.51","15.42409","0.4836"
"14.52","0.333786","0.4839","14.52","7.81854","0.4839","14.52","20.01762","0.4839","14.52","15.42091","0.4839333"
"14.53","0.3258387","0.4842333","14.53","7.805824","0.4842333","14.53","19.97789","0.4842333","14.53","15.4082","0.4842667"
"14.54","0.3178914","0.4845667","14.54","7.78834","0.4845667","14.54","19.95722","0.4845333","14.54","15.38754","0.4845667"
"14.55","0.316302","0.4849","14.55","7.764498","0.4849","14.55","19.95246","0.4848667","14.55","15.37005","0.4849333"
"14.56","0.3178914","0.4852333","14.56","7.740656","0.4852333","14.56","19.97312","0.4852333","14.56","15.37005","0.4852333"
"14.57","0.3131231","0.4855667","14.57","7.727941","0.4855667","14.57","20.02716","0.4855667","14.57","15.38118","0.4855667"
"14.58","0.3004074","0.4858667","14.58","7.726351","0.4859","14.58","20.09233","0.4859","14.58","15.39071","0.4859333"
"14.59","0.2845128","0.4862","14.59","7.726351","0.4862334","14.59","20.13048","0.4862","14.59","15.37482","0.4863"
"14.6","0.2670288","0.4865333","14.6","7.718404","0.4865667","14.6","20.13206","0.4865667","14.6","15.34939","0.4866333"
"14.61","0.243187","0.4868667","14.61","7.699331","0.4869","14.61","20.12253","0.4869","14.61","15.32872","0.4869334"
"14.62","0.2304713","0.4872","14.62","7.685026","0.4872333","14.62","20.14001","0.4872333","14.62","15.32714","0.4872667"
